Tweet_ID,Date,Author,Mentions_SpireJim,From_SpireJim,Text,Retweets,Likes,Replies
1958037104304287987,Wed Aug 20 05:23:18 +0000 2025,OkidiPoromoi,True,False,"@SpireJim @Airtel_Ug They had to learn and change their systems through the hard way.
Kudos Prof!",0,11,0
1954857047456883161,Mon Aug 11 10:46:54 +0000 2025,NiceGuycissy,True,False,@SpireJim @Airtel_Ug Just share his number and we show him some love 🤭,0,3,0
1955637117545263377,Wed Aug 13 14:26:37 +0000 2025,DavisKamukyere1,True,False,@SpireJim Airtel mwedekko. Stop your nosense,1,14,0
1954852904218640894,Mon Aug 11 10:30:26 +0000 2025,Rodinpp,True,False,@SpireJim @Airtel_Ug Airtel yefudde nampulila zibbi https://t.co/Q7yu7QMMc1,0,7,0
1956339564366205272,Fri Aug 15 12:57:53 +0000 2025,JuliusNkugwa,True,False,"After this hullabaloo, I bet @mtnug is tempted to give @SpireJim &amp; his future grandkids, lifetime data &amp; airtime—on an MoU never to point guns at them like he did @Airtel_Ug.",0,2,0
1954366134347612559,Sun Aug 10 02:16:11 +0000 2025,TheAfrican911,True,False,"@SpireJim @Airtel_Ug We should call for a country wide protest against @Airtel_Ug without using their services until they clean their house.
#StopUsingAirtel",0,6,1
1955161962238640320,Tue Aug 12 06:58:31 +0000 2025,NccAmr,True,False,@SpireJim If at all we had a serious regulator... A suspension from @Airtel_Ug  mobile transaction would have been in place.. For a financial audit and investigation,0,4,0
1743547347068477782,Sat Jan 06 08:17:35 +0000 2024,SpireJim,False,True,"This reminds of the story I heard recently of someone who wanted a second National ID in different names. That, to go around the fingerprint challenge, he paid a bribe of 1m to someone in the Masaka office. They locked and made him stand on a table to take his toe print instead! https://t.co/VHpoBeb9aM",31,212,25
1956018888333762633,Thu Aug 14 15:43:38 +0000 2025,andrewotaik,True,False,@BainomugishaG12 @SpireJim @GovUganda @AAgather Happy birthday Dr @SpireJim . @Airtel_Ug  should reimburse our stolen funds we organize a party for you. Terikuzikiza #StopAirtelTheft,2,6,0
1952728852976849323,Tue Aug 05 13:50:13 +0000 2025,SpireJim,False,True,"Dear @Airtel_Ug , will you say/do something, or you are still stuck to your arrogant indifference? If you don’t respond by end of tomorrow, we are starting the campaign on Thursday. All other victims get set 📢📢📢
@BOU_Official @UCC_Official https://t.co/wBDA3KynrP",405,2147,313
1954850525305803236,Mon Aug 11 10:20:59 +0000 2025,Isaac_Kibedi1,True,False,"@SpireJim @Airtel_Ug Share that Number. We need to deal with him or her.

Some of these top Managers in Companies think that we don't see their incompetencies.

@Airtel_Ug , fix our issues and or reservations as your Customers.
We're fed up with your impunity and arrogance.",0,10,2
1955061581596766593,Tue Aug 12 00:19:38 +0000 2025,StevenEriya,True,False,"@SpireJim 2014 when i opened my 1st bank account, i registered my airtel line since i had one sim card. Late 2014, i got mtn. I am going to the bank to deregister my airtel from the bank. My savings maybe stolen like this one.",0,27,0
1956670384213786703,Sat Aug 16 10:52:27 +0000 2025,informprefectUG,True,False,"@SpireJim I think i just took this personal reflecting it on all leaders in this country that handle things with dismisiveness and victim blaming, so unfortunately this came in late when ive thrown my airtel line and cant undo this decision!",0,2,0
1954863337319096627,Mon Aug 11 11:11:53 +0000 2025,martinbaluku14,True,False,"@SpireJim @Airtel_Ug An @Airtel_Ug ""Manager"" reading our #StopAirtelTheft tweets...😡 https://t.co/nfivCmkLgJ",0,2,0
1954479966168515009,Sun Aug 10 09:48:31 +0000 2025,NalukwagoJudith,True,False,"In another country given what @SpireJim has exposed about @Airtel_Ug . Their equivalent of UCC would have already released a statement a nd promised an investigation into the matter.

But look at our @UCC_Official doing nothing! Doesn’t this make you believe they beneficiaries 🙌🏽",310,1592,149
1955905170086215858,Thu Aug 14 08:11:46 +0000 2025,SpireJim,False,True,"I’m told that such, and other unclaimed mobile money,  is eventually sent to @BOU_Official (who have chosen to ignore all these complaints). If it’s true, then @BOU_Official surely makes billions from the gaps in the mobile money system! Would they then be interested in fixing https://t.co/1ISnIkwhy3",198,821,84
1955544550099067132,Wed Aug 13 08:18:47 +0000 2025,BMukurasi,True,False,"@SpireJim @dabirungi @Airtel_Ug David needs to go on ground hehe otherwise he is doing more harm than good, Good business listen to their customers, if URA can take off time to meet and actually talk to its disgruntled customer! Airtel can do better.",1,64,0
1954976599394386245,Mon Aug 11 18:41:57 +0000 2025,LornaMontana10,True,False,@NiwaRodgers @Airtel_Ug @SpireJim This is how we should play moving forward. This is the campaign i am suggesting we should get to next. The boycott campaign!!! It will be good.,3,27,1
1955134125666603349,Tue Aug 12 05:07:54 +0000 2025,LawNkonge,True,False,"@SpireJim @Ugandaishome1 @airtelmoneyug ""Don't send my money on the @Airtel_Ug  line, @airtelmoneyug will steal it""",0,2,0
1954850124946948322,Mon Aug 11 10:19:23 +0000 2025,bamwete_ezera,True,False,@SpireJim @Airtel_Ug Please we beg you to give us the number 🙏🙏.,0,3,0
1954836944464027669,Mon Aug 11 09:27:01 +0000 2025,SsembusiDavid,True,False,"@SpireJim @Airtel_Ug @airtelmoneyug Imagine buying Airtime of 200k and they say nothing we can do, 'thanks for calling Airtel Uganda and please continue using our services, have a good day""😄😄😄 embwa ezo. Even on agents they can't reverse airtime!!",0,3,0
1955569048345031084,Wed Aug 13 09:56:08 +0000 2025,ExperitoSantos,True,False,@DailyMonitor @SpireJim isn’t committing a crime he’s holding @Airtel_Ug  accountable and standing up for Ugandans.,2,48,0
1955559178749214895,Wed Aug 13 09:16:55 +0000 2025,MAK4RUKIGA,True,False,@SpireJim @dabirungi @Airtel_Ug https://t.co/qoL1KjckGi,1,8,0
1805186973750981108,Mon Jun 24 10:31:27 +0000 2024,SpireJim,False,True,"Spread the word… Retweet. Text. Call
#TextTheThief https://t.co/bEdw8fJ34p",1976,5295,279
1955146057370759461,Tue Aug 12 05:55:19 +0000 2025,StuartRaymond7,True,False,@angelaAbwoly @SpireJim I love the questions brought forward @angelaAbwoly let's not forget that BOU also regulates airtel money transactions,0,4,0
1954294390589210768,Sat Aug 09 21:31:06 +0000 2025,luqthe,True,False,@SpireJim @MuhangiRonaldM @Airtel_Ug Doctor why did you blur the names? Let the world know who these thieves are. Name and shame!,0,7,0
1954413475549061499,Sun Aug 10 05:24:18 +0000 2025,DuxWabuyi,True,False,"@SpireJim Unfortunately, I have been an Airtel customer since 2009 but have never experienced any fraudulent activity on my Airtel Money unlike MTN . 
MTN made me one time move to their Forest mall service center for a whole month only to claim my Money which never happened.",1,2,1
1955541418656636991,Wed Aug 13 08:06:21 +0000 2025,MDmubale,True,False,"Transactions show i received july MM commission as an agent yet it never come through,  @Airtel_Ug has failed to give me an answer. If u think @SpireJim is wrong and add right",6,28,2
1954896925204848812,Mon Aug 11 13:25:21 +0000 2025,wheelz_B1,True,False,"@SpireJim @Airtel_Ug I'll never load any money on my @Airtel_Ug SIM card again. With all these complaints, I don't feel safe doing transactions anymore. I know MTN isn't any different but I'll use those for now",0,2,0
1956328741753209185,Fri Aug 15 12:14:53 +0000 2025,JibrilIdd50802,True,False,@Airtel_Ug @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim But my issue is that why ur data run faster than air,0,18,5
1955964435404644613,Thu Aug 14 12:07:16 +0000 2025,healwaysonvibes,True,False,"@SpireJim @Airtel_Ug Just 2; 
1. Do you trust the people you employ?
2. People have been complaining about money, what's wrong with your internet (data depletion) why is it expensive also??",1,11,1
1954269122134741470,Sat Aug 09 19:50:41 +0000 2025,Ssenyon43545305,True,False,@FELIXO999 @SpireJim @Airtel_Ug @mtnug Have u ever seen someone claiming for money of MTN from bank of UGANDA these guys are the same and UCC is silent,0,3,1
1954953560023830915,Mon Aug 11 17:10:24 +0000 2025,Martinjavi256,True,False,@SpireJim @Airtel_Ug @Starlink kindly look into your deal with @Airtel_Ug before you lose billions,0,2,0
1954952352290705544,Mon Aug 11 17:05:36 +0000 2025,NiwaRodgers,True,False,"@SpireJim @Airtel_Ug This is my message towards them 

https://t.co/WpdyOx9U9N",4,39,2
1955145748053450943,Tue Aug 12 05:54:05 +0000 2025,Billy_the_third,True,False,"@SpireJim @Airtel_Ug I get messages of someone trying to initiate money from my phone without me knowing but I am always lucky

Thanks to insufficient funds... It always has my back",0,2,0
1558816195893239813,Sun Aug 14 14:01:57 +0000 2022,SpireJim,False,True,Where did the ‘mobile money’ innovation come from? Is there a specific name of the inventor?,47,461,50
1954978813835718685,Mon Aug 11 18:50:45 +0000 2025,gayuganda,True,False,"@NiwaRodgers @Airtel_Ug @SpireJim 🙏🏿🙏🏿🙏🏿

A customer has spoken. Decisively.

The revelations over days were tough. That response rubbishing customers' collective experiences?

The thefts to continue?

One can only guess on total 'tone deafness'. And contempt of customers' concerns.

We watch, and listen.",2,4,0
1956285435392499826,Fri Aug 15 09:22:48 +0000 2025,aisha_ategeka,True,False,@Airtel_Ug @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim I subscribe unlimited bundles I have a router but am supposed to buy data as well wifi internet is unavailable and unstable during day and night it's ok I would use abusive language but still it makes no sense but airtel thank God this is uh where u steal and go untouched,0,8,1
1954929623935946781,Mon Aug 11 15:35:17 +0000 2025,nmategyero,True,False,"@SpireJim @Airtel_Ug As I have followed this #StopAirtelTheft campaign, it has become evident how Airtel operates like the government of Uganda. They feign ignorance and then release a tone deaf statement while people lose their livelihood.",1,3,0
1955587114370044179,Wed Aug 13 11:07:55 +0000 2025,halimah_mbabazi,True,False,"@SpireJim My sister's phone was stolen at the airport, and when she called them to block the line, they asked for her national ID. She told them she had a passport with her, and they refused . Anyways the money on the line was stolen @Airtel_Ug Jebem ti Usta.",0,4,0
1955014718139101337,Mon Aug 11 21:13:25 +0000 2025,FidelisUgKgwa,True,False,@SpireJim I guess few saw this coming—digital money tied to our phone numbers. Time we all unlink SIM cards from bank accounts and ditch Airtel Money entirely. Kuba this theft circus is just too much.,0,9,0
1955700122282545356,Wed Aug 13 18:36:58 +0000 2025,Tibamanya_A,True,False,"@SpireJim I've been trying to revive my Airtel number linked to all my social media accounts but in vain.
Mbu it was given to someone else. I call it and it's off, I check on the names it's registered in nga they're mine. 
Nze Airtel mundeke.",4,16,1
1955970513567658176,Thu Aug 14 12:31:25 +0000 2025,NicholasNabaas1,True,False,"@SpireJim @BOU_Official Looks like they're gaslighting us too. I really don't want to believe that there's collusion between @Airtel_Ug and @BOU_Official, coz if there's, we shall eventually find out, and they too won't be spared.",0,6,0
1954929690675941844,Mon Aug 11 15:35:33 +0000 2025,andrewotaik,True,False,@SpireJim @Airtel_Ug why is it that most of the complaints rotate around loosing money after swapping a lost simcard and yet it's not the case with MTN.  @SpireJim we are willing to compile our numbers then you make one submission to them since they refused to resolve our issues individually..,1,7,0
1954263281645850667,Sat Aug 09 19:27:29 +0000 2025,NoContentUoT,True,False,@SpireJim head of airtel money reading these tweets https://t.co/HpSEnGiT9G,4,41,4
1956270981900603732,Fri Aug 15 08:25:22 +0000 2025,andy_keto,True,False,@VNabitaka @Airtel_Ug @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim Where was the MD all along 🤔? Was he also in denial thinking this too will pass? https://t.co/XR6tROjM6w,0,7,1
1956781537489293645,Sat Aug 16 18:14:08 +0000 2025,LastMuchwezi_13,True,False,"@SpireJim Reasons why @Airtel_Ug ran bankrupt.
1. The @SpireJim effect",0,6,0
1956266097239286060,Fri Aug 15 08:05:57 +0000 2025,davidmpiima,True,False,"@Airtel_Ug @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim I will take @Airtel_Ug seriously if they sack their PR. Horrible at his job. How can a professional gaslight customers like that and make veiled threats to those who are complaining! This write-up,  though better in decorum, falls short on the mobile money heists and commitments",0,13,0
1696427781121253697,Tue Aug 29 07:41:15 +0000 2023,SpireJim,False,True,"Balintuma road this morning. It is one of those that were recently patched with murram. Considering all the money that has been blown into this unsustainable approach, I think filling Potholes with murram is meant to continually give money to someone. Total wastage! https://t.co/Atnttwh8yE",166,750,46
1955069202248675442,Tue Aug 12 00:49:55 +0000 2025,ENuwataho,True,False,@TheAnswerUg @SpireJim @Airtel_Ug Never use airtel to deposit there business money my bro. Your not alone,1,2,0
1954993023021883894,Mon Aug 11 19:47:13 +0000 2025,martinbaluku14,True,False,"@NiwaRodgers @Airtel_Ug @SpireJim On behalf of Uganda's #Crypto community, please be cautious when making deposits/transfers via AirtelMoney - they will lock your account and start claiming that they're investigation ""something""... Something that involves taking your money for good.",2,7,3
1956091614427762776,Thu Aug 14 20:32:37 +0000 2025,Adv4justictice,True,False,@PeaceNahabwe1 @SpireJim @Airtel_Ug @UCC_Official @UCC_ED https://t.co/1gKynYXgan,0,2,0
1956308331955474608,Fri Aug 15 10:53:47 +0000 2025,martinbaluku14,True,False,"@AirtelUGMD @Airtel_Ug @airtelmoneyug @SpireJim @AgoraCFR Thank you for taking urgent action indeed. 
My AirtelMoney account has been unlocked UNCONDITIONALLY this morning, after being locked for more than 7 days... https://t.co/TN1CVCQ5V1",0,6,0
1955731353715998915,Wed Aug 13 20:41:05 +0000 2025,stevenprince73,True,False,"@SpireJim Only solution, crash that @Airtel_Ug simcard,  no more @airtelmoneyug simple...tukoye. NONSENSE https://t.co/TB58PsNLqC",0,6,0
1955543678388408593,Wed Aug 13 08:15:19 +0000 2025,Geo_Sci_expat,True,False,@SpireJim @dabirungi @Airtel_Ug What's the name of the MD guy who hired this political goon to run a technical office. People's hard earned money is lost and he is comfortably calling it smear campaign.,0,22,3
1954801170834215011,Mon Aug 11 07:04:52 +0000 2025,swahiliunguja,True,False,"@SpireJim @Airtel_Ug @airtelmoneyug airtel cut off my line that i bought in 2005, and sold it to someone else who couldnt handle my people who were calling him and he switched off and it was sold out to another person, 
@Airtel_Ug stop cutting off our lines.........
we buy them to serve us not to be sold out fwaa",0,9,0
1953916905267368207,Fri Aug 08 20:31:06 +0000 2025,SpireJim,False,True,"Lost 9m!? Asked to deposit half of what was lost???! What does this mean? 
————

“Greetings Sir,
My name is Matende Timothy. I have seen you use your platform to address injustices and making the perpetrators uncomfortable.
 I am reaching out to you for help. I kindly request you https://t.co/bZS9Q5DD3y",417,1511,300
1954807605219467659,Mon Aug 11 07:30:26 +0000 2025,AmbrosiniKib,True,False,"@Airtel_Ug Theif...Theif....Theif. If you can't stop your staff from stealing and cheating us of Hard earned mobile money, then u should stop your bi advertising. @SpireJim",0,2,0
1955029416469237808,Mon Aug 11 22:11:50 +0000 2025,trafik_filmz,True,False,@SpireJim Not siding with @Airtel_Ug  wit its scams data. however i have used and transacted lots of amounts with @Airtel_Ug    close to 10+ years  never lost a penny. even on reversals wc been recently introduced... this campaign has mixed agendas,0,7,7
1955611445003002016,Wed Aug 13 12:44:36 +0000 2025,kambapetern,True,False,@SpireJim I was given this Airtel e-sim but I normally see these transactions 🤣🤣🤣🤣🤣 https://t.co/tRS0XRtVwF,0,6,3
1790326984607764757,Tue May 14 10:23:10 +0000 2024,SpireJim,False,True,"If you know the pain of losing a phone, you can relate …
@PoliceUg @FredEnanga1 we await your report on this proud criminal. https://t.co/Uvz6xay16z",790,2826,457
1955941966065131863,Thu Aug 14 10:37:59 +0000 2025,IduwatOchom,True,False,"@AgoraCFR @GodwinTOKO @airtelmoneyug @Airtel_Ug @AAgather @SpireJim @Sambannz @joshjeje2 @murungi_pato @OtafiireH @charlesgava_256 @DrOtileUg @Pliam_ @rkabushenga Why isn't the ""Chief Complainant"" @SpireJim one of the speakers?",0,2,1
1954801445183582250,Mon Aug 11 07:05:57 +0000 2025,Nybmk123,True,False,"@SpireJim @Airtel_Ug @airtelmoneyug I call upon all Ugandans to get alternative numbers. A week without @Airtel money transactions may be a small punch on their income, but may awaken @Airtel_Ug from their slumber",1,18,0
1954425670773121325,Sun Aug 10 06:12:46 +0000 2025,KitrJonr,True,False,"@SpireJim @Airtel_Ug Airtel is quiet because they know nothing will happen to their business, no boycott, no government pressure... This will all be forgotten in a month.",0,3,1
1956053451017715760,Thu Aug 14 18:00:59 +0000 2025,stevenprince73,True,False,"@AgoraCFR You are arrogant thugs @Airtel_Ug just crash that simcard for peace of mind, no more @airtelmoneyug ..we stick with our polite thief @mtnug 
@masuhd_ @SpireJim @AAgather @AgoraCFR https://t.co/wdcQN35kGr",0,4,0
1954262658544501044,Sat Aug 09 19:25:00 +0000 2025,kmike31,True,False,@SpireJim @Airtel_Ug It’s funny now u guys still use airtel. Come to @mtnug,0,3,1
1955587091641045433,Wed Aug 13 11:07:50 +0000 2025,256Simera,True,False,"@SpireJim In Agent transactions we call this Viral cash Pick up .
It happens you send money from Airtel to MTN and you forget to select MTN .
The receiver will receive a message but money  won't reflect on the account.
sender to needs share a secret code with the receiver .",0,19,12
1955715142622106015,Wed Aug 13 19:36:40 +0000 2025,arathon_k,True,False,"@SpireJim Personally I may think this is individual negligence, the inactivity duration is defined in the simcard registration act. Once you get to know that it was given out, why not tell the bank to change your contact? What role did @Airtel_Ug play to have it registered with the bank?",0,4,5
1956257762507112868,Fri Aug 15 07:32:50 +0000 2025,stevenprince73,True,False,"@SpireJim @Airtel_Ug @AgoraCFR Pause as u crash that @Airtel_Ug line,...no more @airtelmoneyug we are sticking with our polite thief @mtnug not the arrogant thug airtel. TUKOYE.
@masuhd_ https://t.co/aywgv2s6RU",1,3,1
1955619405708091486,Wed Aug 13 13:16:14 +0000 2025,GoonerForLife16,True,False,"@SpireJim My @Airtel_Ug SIM card is just about 2 weeks old
But why am I receiving a call from somebody who referred to himself as Landlord, yet I don't even rent

I just hope he called a wrong number, but there's just something fishy about Airtel, did I buy an already active SIM🥺",0,4,0
1955129318566195250,Tue Aug 12 04:48:48 +0000 2025,e_sserugendo,True,False,@trafik_filmz @SpireJim @Airtel_Ug Oli kisiru being that you've never been stolen doesn't mean other people's money haven't been stolen.. beramu amagezi,0,2,1
1955590782368547077,Wed Aug 13 11:22:30 +0000 2025,trashim25,True,False,"@SpireJim They can alter the statements on their end too. Question is, could they also be behind the armed robberies ment on most mobile money operators?!!! Where some have actually lost life in the process",4,23,2
1918949701275046173,Sun May 04 08:43:55 +0000 2025,SpireJim,False,True,"Thank you soldiers 😊 It is returned.
Now cease fire. It is more about teaching our people a lesson about the need for honesty, regardless of the amount involved. https://t.co/ZwV45nokgB",156,1964,262
1955990060723032312,Thu Aug 14 13:49:05 +0000 2025,andrewotaik,True,False,@SpireJim @BOU_Official @BOU_Official should sensitize the public through all media outlets about the communication channels we should use incase service providers don't resolve our issues.  #StopAirtelTheft,1,3,1
1956344539364388877,Fri Aug 15 13:17:39 +0000 2025,EEmmyEm,True,False,@SpireJim I don't think Airtel's Head of PR has his/her job anymore!,0,78,12
1955169147500822616,Tue Aug 12 07:27:04 +0000 2025,KiggunduBisege1,True,False,"@SpireJim @Airtel_Ug @AgoraCFR @airtelmoneyug Spire nedda
Like 2 factions seeking a cease-fire,days or hours to the signing, war continues, and some territories taken
Let's continue with the hashtag even during the space
They're thieves until further notice",0,3,0
1955558598043684973,Wed Aug 13 09:14:36 +0000 2025,HenryMagezi1,True,False,"@SpireJim @dabirungi @Airtel_Ug Calling genuine customer complaints a “criminal smear campaign” is peak arrogance. instead of fixing the mess, Airtel’s PR is busy insulting the very people who keep the lights on. Kale, mujakiwulira!!!",1,30,0
1954853549076029762,Mon Aug 11 10:33:00 +0000 2025,EmahDrach,True,False,@SpireJim @Airtel_Ug I don't even use Airtel but if this is how they are choosing to respond to genuine concerns being raised by their users then we have a very big problem in this country.,0,11,0
1955597284034634132,Wed Aug 13 11:48:20 +0000 2025,MichealNgolobe,True,False,@256Simera @SpireJim Did he say that he forgot to select MTN?,0,2,1
1954525670589010161,Sun Aug 10 12:50:07 +0000 2025,MohammadYiga,True,False,@SpireJim It's like there services are free. Abafere abasinga use airtel lines. Why. We don't want PR dialogues without reforms that refund back people's money,0,4,0
1956311348989837658,Fri Aug 15 11:05:46 +0000 2025,Muna_uganda2025,True,False,"@Airtel_Ug @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim I borrowed up to 1m from Wewole and intended to repay it in installments. However, it feels like there’s a lack of patience and trust, because the moment the money was deposited into my account, it was deducted without my consent. Did you think I wasn’t planning to pay it back?",0,23,8
1954265670750961933,Sat Aug 09 19:36:59 +0000 2025,mngstella,True,False,"@SpireJim My humble advise is,use airtel when its inevitable..
But strictly don't use it for money transaction.
Its only someone who will deposit $ on my airtel line which I immediately transfer to mtn. 4 the safety of ur dime,ditch @Airtel_Ug .",0,7,1
1954493426478858627,Sun Aug 10 10:42:00 +0000 2025,Julio8_2,True,False,@SpireJim @Airtel_Ug may be consider some form of legal action if this person persists with maligning your business.,0,4,15
1954266730819125653,Sat Aug 09 19:41:11 +0000 2025,carlus_innocent,True,False,"@SpireJim @Airtel_Ug #StopAirtelTheft 
Now we are getting to know....",0,12,0
1954423020967035339,Sun Aug 10 06:02:14 +0000 2025,IamRoja_,True,False,"Reading through @SpireJim TL, honestly I don't think I will ever use @Airtel_Ug money for big transactions again!!!",1,2,0
1955527838863593745,Wed Aug 13 07:12:23 +0000 2025,HK_KayIzzi,True,False,@DailyMonitor But the guy condemning @SpireJim is an Airtel employee..... what else would you expect from a thief being chased by the victim.... @DailyMonitor can we also have an opinion column for @SpireJim too.... Or the space goes to the highest bidder..... 🤔,1,20,0
1956268179153387656,Fri Aug 15 08:14:14 +0000 2025,a_s_h_raf,True,False,@Airtel_Ug @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim “Unwavering” nga kagambo ka Chat gpt. Did you address the issue at hand or you just instructed the Ai tool to write a calm letter to the public!!!!!! https://t.co/FCfp5k9ENr,0,3,1
1954795459488129066,Mon Aug 11 06:42:10 +0000 2025,panafri256,True,False,"@SpireJim @Airtel_Ug @airtelmoneyug This is the pressure Airtel deserves. Silence and denial won’t wash away the theft and pain caused. Let every tweet, every call remind them: Ugandans are watching, organizing, and demanding justice. We won’t stop. #StopAirtelTheft",5,76,0
1954523521683526035,Sun Aug 10 12:41:35 +0000 2025,NccAmr,True,False,"@SpireJim @Airtel_Ug I once had over 1.5m as airtime on my Airtel line which I wanted to convert into cash for Mobile money they refused.. Then I wanted to send it as airtime to those in my circles, they refused m sijui their policy restrict on bulk airtime sharing. To Hell wz @Airtel_Ug",0,4,1
1956234360018923681,Fri Aug 15 05:59:51 +0000 2025,Victor_Oshabe,True,False,"@SpireJim @Airtel_Ug @AgoraCFR There will be no improvement.  Airtel is just a group of thieves.
@airtelmoneyug 
#StopAirtelTheft",1,9,1
1955586803865428206,Wed Aug 13 11:06:41 +0000 2025,VIIOOI,True,False,"@SpireJim My concern is not just that these serious and harmful privacy violations are happening. It’s that they are being met with arrogance and veiled threats from Airtel. 

It’s all the confirmation you need that they can’t or won’t be doing anything to resolve this.",0,11,0
1954435305563357597,Sun Aug 10 06:51:03 +0000 2025,Twista2020,True,False,"@SpireJim The moment you send money to the wrong number, that's when the goons get to steal from you!! You'd rather find and call the owner of the number than calling @Airtel_Ug and bargain on terms with the wrong number that received!!",1,3,0
1955166426173493371,Tue Aug 12 07:16:15 +0000 2025,RonaldRuku99656,True,False,"@SpireJim @Airtel_Ug @AgoraCFR @airtelmoneyug Your leadership is fruitful, thanks",0,5,0
1956261200078999581,Fri Aug 15 07:46:30 +0000 2025,matsiko_1,True,False,"@Airtel_Ug @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim That's the kind of statement you had to make in the first place but thank you so much for that commitment, as a company it may not be your intention to cheat on the valued customers but your associates, employees, and agents do a disservice that affects customers",0,11,0
1954272395222794366,Sat Aug 09 20:03:42 +0000 2025,mubuuke,True,False,@SpireJim @Airtel_Ug Whoever is in charge at @Airtel_Ug put on your boots and get these out of the Media. The damage your delayed action is causing our business as shareholders will be felt on the books.,0,4,1
1954262433561813475,Sat Aug 09 19:24:07 +0000 2025,AmbassadorBN,True,False,"@SpireJim @Airtel_Ug This call center is at Lourdel Tower opposite min of health or near public service..

Airtel works with Ison Xperience.",0,6,0
1954851561164722679,Mon Aug 11 10:25:06 +0000 2025,eeprimon,True,False,"@SpireJim @Airtel_Ug I thought Airtel would learn from your tweets and reform naye was

A friend sent 10k naye the money was deducted and didn't reach the target on Saturday, but I engaged Airtel on her behalf (talina Twitter) but imagine till today it hasn't been resolved 

Meanwhile customer care",2,51,2
1955706376656666828,Wed Aug 13 19:01:50 +0000 2025,Yama2konishiki,True,False,"@SpireJim By the way it's not a matter of life and death to keep an airtel number, I stopped using airtel when they gave away my number and I'm still alive and tweeting right now.",0,17,2
1955219766139924964,Tue Aug 12 10:48:13 +0000 2025,martinssempa,True,False,Luganda: How @Airtel_Ug wastes our time with Bogus adverts when you call to talk to customer care representative! cc @SpireJim please help me share #TikTok https://t.co/XiP9HRxxvK,5,48,4
1955923386409873687,Thu Aug 14 09:24:09 +0000 2025,TyoboHattyYake,True,False,"@martinssempa @Airtel_Ug @SpireJim Thank you for bringing this up. I think the reason why scammers on Airtel are so many is partly because of the customer service is sooo bad. It's common knowledge that when the number of people using your product increases, you expand the workforce to accommodate them.",0,9,1
1955652037435183512,Wed Aug 13 15:25:54 +0000 2025,vbrians1,True,False,@iamokello2021 @SpireJim @dabirungi @Airtel_Ug It's not a must that u should comment on everything,0,3,0
1955114834120319252,Tue Aug 12 03:51:15 +0000 2025,ChrisOkello40,True,False,"@SpireJim Through other people's experience that you have sharing, have just opted to move out of Airtel network because it feels like you are seated on a time bomb.",0,2,0
1955938657883332704,Thu Aug 14 10:24:50 +0000 2025,WATSUT_e,True,False,"@BOU_Official @SpireJim  the main person is here when it comes to mobile money ,Airtel money or any transaction involving money",0,2,0
1954261531014603036,Sat Aug 09 19:20:32 +0000 2025,OpokaWilliam3,True,False,@SpireJim Just quite Airtel service for safety 🛟,0,2,0
1955169605309091899,Tue Aug 12 07:28:53 +0000 2025,batumelenon,True,False,"@SpireJim @Airtel_Ug @AgoraCFR @airtelmoneyug In other words, they are trying to image wash using @AgoraCFR  as the detergent.",1,16,4
1955281313323258169,Tue Aug 12 14:52:47 +0000 2025,KiberuJimmy,True,False,"What is the English equivalent of ""Yanguwa ng'agenda okuziika mujja wo?"" How @mtnug is locomoting this week as @SpireJim does a thankless job against mobile money fraud on the other side. https://t.co/vk1UrMTriF",27,334,12
1955033390560030913,Mon Aug 11 22:27:37 +0000 2025,DavisKamukyere1,True,False,@owenlove60 @SpireJim @Airtel_Ug @UCC_Official @airtelmoneyug @StateHouseUg They will never see any transactions from me.,0,2,0
1954260000953774227,Sat Aug 09 19:14:27 +0000 2025,SpireJim,False,True,I didn’t anticipate all this stuff! Strange that @Airtel_Ug has chosen silence! https://t.co/kgnBxAQxw5,305,1619,160
1954936308473741527,Mon Aug 11 16:01:51 +0000 2025,JosephNsamba40,True,False,@SpireJim @Airtel_Ug Dump airtel sim cards it's that simple. We should boycott this fraud co.,0,5,1
1955516766647677269,Wed Aug 13 06:28:23 +0000 2025,mpagiofugnada,True,False,"@DailyMonitor Call it a smear complaint, but it will remain a justified protest against @Airtel_Ug's thefty, cheating , negligent, arrogant and indifferent approach. This is not about @SpireJim , it's about the customers turned into victims by Airtel.",0,5,0
1956286333611049253,Fri Aug 15 09:26:22 +0000 2025,Airtel_Ug,True,False,"@ian_atwine3 @AirtelUGMD @AgoraCFR @SpireJim Hello @ian_atwine3, thank you for contacting us. Kindly clarify on your query for better guidance.  #StanAirtelUg
https://t.co/bSr178gv14",0,2,1
1955013003797057881,Mon Aug 11 21:06:37 +0000 2025,kawukiii,True,False,@SpireJim Airtel &amp; DFCU is a dangerous mix… Don’t get me started with DFCU,1,6,0
1954855468481868059,Mon Aug 11 10:40:37 +0000 2025,ConstantManano,True,False,@SpireJim @Airtel_Ug WTF... so this is how @Airtel_Ug has chosen to respond to their customers' grievances?,0,2,0
