Tweet_ID,Date,Username,Text,Complaint_Type,Mobile_Network,Retweets,Likes,Replies
1746144904885997874,Sat Jan 13 12:19:21 +0000 2024,Weird Confessions Uganda,Being call center customer care for MTN shows you everyday that there's always people dumber than you. And they are many.,Poor Customer Service,MTN,9,299,6
1746511333661577392,Sun Jan 14 12:35:25 +0000 2024,Francis Gaitho,"Kindly, because I know how narratives in Kenya snowball…. 

Soon you’ll soon see corrupt clergy and retarded journalists blaming AirBnB’s after this latest Roysambu incident. 

AirBnB’s are not the problem. 

Crime, lack of opportunities leading to prostitution and femicide, https://t.co/OP8eSVwvaU",General Complaint,Unknown,117,597,119
1744660758653235268,Tue Jan 09 10:01:53 +0000 2024,Citizen TV Kenya,"M-PESA services down, delays reported countrywide  https://t.co/KWaOvOYMJR",Poor Customer Service,Unknown,23,214,16
1744697395256996284,Tue Jan 09 12:27:28 +0000 2024,Kenyans.co.ke,"Matatu Touts Hold Passengers Hostage Over Mobile Money Delays

https://t.co/v8hEC3HTjt",General Complaint,Unknown,43,306,24
1745787470057509116,Fri Jan 12 12:39:02 +0000 2024,ShiannonCorcoran💉x4 @shiannonc.bsky.social,"An elderly friend of mine was scammed yesterday. She received a phone call supposedly from the Commonwealth Bank to tell her that there had been a security flag on her account and money had been withdrawn.

My friend isn’t a stupid woman, she was suspicious and asked them who",General Complaint,Unknown,382,944,123
1744617927242899650,Tue Jan 09 07:11:41 +0000 2024,ARISE NEWS,"If We Investigate, More People Approve Funds Into Private Accounts, Not Just Betta Edu  -Andrew Mamedu

Corruption is a major issue in Nigeria, and one of the major ways is by moving funds to private accounts.
Andrew Mamedu, Country Director, ActionAid https://t.co/wfFEmDeUqY",General Complaint,Unknown,217,324,21
1744995925590757538,Wed Jan 10 08:13:43 +0000 2024,Sholla Ard 🇰🇪,"In Lithuli ;

A lady has narrated how she almost got swindled when she went to buy a Tv only to be told to pay a card for the tv to work .
Watch this video if u have never been scammed this way in lithuli nairobi 

uhuru miguna muthokinju Jealousy Tanzanians https://t.co/Ld4bGZqBzQ",General Complaint,Unknown,109,294,42
1746461077934661700,Sun Jan 14 09:15:43 +0000 2024,♕ Omo ⚚ Odunfa ♚,"@Princemoye1 I’ll leave every other part of your post and address the “Are you not part of the security problems in Nigeria? Ask yourself” part, cos this is an innuendo that I am a criminal.

I’ll like you to kindly explain how I am part of NIGERIA SECURITY PROBLEM

Before you call me thief.",General Complaint,Unknown,51,272,29
1745138770536542288,Wed Jan 10 17:41:20 +0000 2024,Hydra,"Just remembered back in 2012 when Christ Embassy were still building their Choba branch and I attended a service.

At the end of the sermon, students started pledging to support the building project and I was amazed because I was seeing students that were living in the backyard",Poor Customer Service,Unknown,631,2106,520
1746777386002112583,Mon Jan 15 06:12:37 +0000 2024,® المهندس ادم حیاة,"Over N1 billion in CASH was transported to Kaduna train attack terrorists and till today, no one person has been traced and arrested.

Dey play 🤷‍♂️",System/Network Issue,Unknown,638,984,44
1744660493355085880,Tue Jan 09 10:00:50 +0000 2024,Kijana Ya Atwoli ( parody ),Scenes after eating 10 chapatis at DCI Juja Kibanda and telling him you can't pay Safaricom Mpesa is not working https://t.co/3qkNd8eBZ0,System/Network Issue,Unknown,105,991,21
1746099471614648705,Sat Jan 13 09:18:49 +0000 2024,MS Ingawa,"Still on Halima and Betta issue.

I just laughed when I read on front page of a newspaper that N38.9bn was recovered from Halima and nobody provided any evidence of such😂😂

How can you recover such huge money from individual accounts in just 2 days? 

Why is it taking forever",General Complaint,Unknown,82,361,36
1744537761498190303,Tue Jan 09 01:53:08 +0000 2024,Sir-Rap-A-Lot,"How much money did the govt pump into this start up? Kes 35 million USD. How much money did twiga receive as a whole including from other donors? 160million USD.

24.5 Billion and it failed?! DAMN!",General Complaint,Unknown,104,400,13
1744738799706378698,Tue Jan 09 15:12:00 +0000 2024,Pulse Ghana,"Police officer begs radio station for help after civilian scammed him of GH¢15,800 https://t.co/lOTjY475kS https://t.co/QmXwUzqvhK",Poor Customer Service,Unknown,12,319,6
1744774063929864674,Tue Jan 09 17:32:07 +0000 2024,Munchkin,"“There is no cash in Sudan, so people rely on the  e-banking app — but there’s also no network. 

This photo shows a group of people in Omdurman trying to find network so they can send their SOS messages to receive support for food &amp; medicine.”

#KeepEyesOnSudan",Poor Customer Service,Unknown,1423,1351,3
1746614910400757873,Sun Jan 14 19:26:59 +0000 2024,@Bashir,@LuoboyOllo @KakazziKattu Yiyi we were at Merryland n a senior one student came to complain about the theft of his money n us as prefects opened the box of the alleged thief n found 14M shillings n the boy had more 5M remaining in the suitcase.,General Complaint,Unknown,4,211,17
1746225731355418708,Sat Jan 13 17:40:32 +0000 2024,Malcolm,"@HarrietSergeant The really big unanswered question that nobody appears to be asking, let alone answering, is were the losses down to technical incompetence of the software writers, or deliberate fraud by persons unknown? If the money was really missing where is it; if it wasn’t the same applies.",Unauthorized Deduction,Unknown,80,623,28
1744618135460716637,Tue Jan 09 07:12:31 +0000 2024,Instablog9ja,"Alleged N585m fraud: Without posting facts to dispel the allegations made against her boss, the now suspended Humanitarian minister, Dr. Betta Edu, National program manager of the Renewed hope shelter for the poor, refugees and IDPs , Ada Anambra, claims report of funds for https://t.co/pXlZBFunV8",Unauthorized Deduction,Unknown,41,389,140
1746765350140547179,Mon Jan 15 05:24:47 +0000 2024,CHATUNGA,Chidhumo and Masandeke got nothing on Wicknell. Dude finessed the whole country millions of dollars and on top of that he  is shamelessly spending that money with the Public 😭. Wicknell will go down in history as the biggest thief to ever come out of this country 🤞🏾,System/Network Issue,Unknown,145,1471,146
1746594071559209145,Sun Jan 14 18:04:11 +0000 2024,Village Ombudsman,"Shocking revelation from a lady who escaped Nigerians ritual in an  AirBnB in Nairobi ,  This issue has been going on for a while.

The Kirima Family TRM Drive , 
Esther Maina
Buzeki
Onana https://t.co/V4rbDYU0lK",General Complaint,Unknown,656,1635,270
1744688811844444335,Tue Jan 09 11:53:22 +0000 2024,Charly Boy Area Fada 1,"Ministry of Humanitarian Disaster, Poverty Inducement and Monumental Fraud, 

Hajia Sadiya (adult) N37.1 billion.

Halima Shehu (middle age) N44 billion. 

Betta Edu (Youth) N3 billion.

Nobody should be allowed to use N3b to sweep N37.1b and N44b under the carpet or vis-versa. https://t.co/GwbmfJHaYL",Unauthorized Deduction,Unknown,872,1215,185
1744616386662629753,Tue Jan 09 07:05:34 +0000 2024,NEFERTITI,"Out of all the registered companies with the CAC, only the company linked to Olubunmi Tunji-Ojo was worthy of a whopping N435m Social Register Contract Scam?

Minister Tunji-Ojo has Betta Edu’s number on speed dial. Should the wife of a minister bid for government contracts?",General Complaint,Unknown,349,581,44
1745360354501075071,Thu Jan 11 08:21:50 +0000 2024,Austine Woode,"Akufo-Addo's Gov't cancelled a valid contract and lost arbitration and now paying $170m to GPGC 
Woyome payment was 51m cedis and cast your mind back to that time and how media covered the story but you probably haven't heard about the $170m judgment debt 
That's it right there",General Complaint,Unknown,520,667,25
1746894046109352292,Mon Jan 15 13:56:10 +0000 2024,Akin Olaoye,"When a former minister says his friend contributed N50m out of N115m for a publicly announced crowdfunding effort, the terrorist kidnappers boldly increased the ransom to N700m.
At this hour it's a slap and an insult to the sensibilities of every Nigerian citizen. The DSS, Army,",System/Network Issue,Unknown,75,222,29
1745029240796467653,Wed Jan 10 10:26:06 +0000 2024,Uganda Police Force,"In another development, the police in Mukono Flying squad, arrested a one Wandera John alias Katiginyi, a notorious car robber, from Namubiru village, Nama sub county while selling a suspected stolen motor vehicle under registration number UBE 973W canter white in color. Which he https://t.co/pG8Yj4Z0Kf",Unauthorized Deduction,Unknown,39,246,29
1745113075873644768,Wed Jan 10 15:59:14 +0000 2024,Abubakar,"How auditor Deloitte missed a Nigerian company’s massive fraud. The accountants certified that Tingo Group had $462 million in the bank. The SEC says it was just $50. Short sellers are rejoicing.
https://t.co/xAMP6CYoa3",Unauthorized Deduction,Unknown,142,184,10
1745068881075380283,Wed Jan 10 13:03:37 +0000 2024,Sahara Reporters,"BREAKING: Court Remands Obasanjo’s Minister Of Power, Agunloye In Kuje Prison Over $6billion Mambilla Fraud | Sahara Reporters https://t.co/3WxOxTU2Qz https://t.co/gJHIm5cJVa",Unauthorized Deduction,Unknown,430,1393,167
1745186407457415181,Wed Jan 10 20:50:38 +0000 2024,AJE,"Anambra Local Govt money… unaccounted for 

Campaign donations… unaccounted for 

Anambra money in your private investment… nowhere to be found.

St. Peter Obi, is it proper for a dishonest man to be counseling those trying to commit fraud? 🤔",Unauthorized Deduction,Unknown,95,203,89
1745159712654372988,Wed Jan 10 19:04:33 +0000 2024,Peter Obi,"are deserving of blame and punished just like the Minister. By a sad coincidence, the alleged fraudulent diversion of N585 million of public money by Ms. Edu broke almost at the same moment that the Minister who held the same portfolio in the last administration is",Unauthorized Deduction,Unknown,695,2625,11
1744995733906817130,Wed Jan 10 08:12:58 +0000 2024,Sahara Reporters,"N37billion Fraud: Anti-Graft Agency, EFCC Seizes Passports Of Betta Edu, Sadiya Farouk To Stop Them From Fleeing | Sahara Reporters https://t.co/L2lnyUVWYV https://t.co/xfO0Nm9ZU0",Unauthorized Deduction,Unknown,210,636,94
1745167472334958855,Wed Jan 10 19:35:23 +0000 2024,Sahara Reporters,"Alleged N438million Fraud: Northern Group Plans Protest in Kaduna, Abuja, Demands Suspension Of Interior Minister | Sahara Reporters https://t.co/MaJUNETAoB https://t.co/l8Otvty07N",Unauthorized Deduction,Unknown,534,1648,747
1744764998243561959,Tue Jan 09 16:56:06 +0000 2024,Morris Monye,"It’s like APC want to scam Nigerians again with this % slash on spending. 

People are bringing out old receipts.",General Complaint,Unknown,513,1400,33
1745347789997883706,Thu Jan 11 07:31:54 +0000 2024,Daily Monitor,"""We will not allow Mitooma District to be used by self-seekers in MK camp. Mitooma is not a market to be used by the MK group,"" NRM Youth leaders and President Museveni's supporters led by Bob Elite Abemigisha tell off orgnaisers of First son, Muhoozi Kainerugaba's Barazas in https://t.co/YNB7ou8zdG",Poor Customer Service,Unknown,71,443,125
1744980269390545087,Wed Jan 10 07:11:31 +0000 2024,Receipts Guy,"After the SML scandal came out, the government communicators denied any wrongdoing. The presidency did not act until parliament suspended the contract, payments and formed a committee to investigate it. The presidency then issues a statement and tasked KPMG to audit the contract.",General Complaint,Unknown,123,294,8
1746507559471583654,Sun Jan 14 12:20:25 +0000 2024,Dr. Kelechi Ugonna (PhD),Crowdfunding N115M for the release of these 5 victims is basically giving money to the Fulani Herdsmen Terrorists &amp; giving money to @Waspapping_ for his Southern Kaduna political campaign with the APC. Just so you know.,System/Network Issue,Unknown,996,1957,87
1746507775457230969,Sun Jan 14 12:21:16 +0000 2024,KWEKU THE HUSTLER NWA PETER OBI,"DO NOT DONATE TO THE CROWDFUNDING TO RELEASE ANY KIDNAPPED PERSONS UNTIL THE NIGERIAN POLICE HAVE MADE AN OFFICIAL STATEMENT ACKNOWLEDGING THAT SUCH HAPPENED!!!!

And even then, bear in mind that you are funding terrorism by donating any money to pay ransom for any kidnapped",System/Network Issue,Unknown,1711,2574,87
1746454912227999959,Sun Jan 14 08:51:13 +0000 2024,Darey,"DO NOT CROWDFUND FOR ANY FORM OF KIDNAPPING ONLINE.

It is a CRIME!!!

Nigeria does not NEGOTIATE with CRIMINALS or TERRORISTS!

THE GOVERNMENT HAS ALL IT TAKES TO RESCUE THEM.

If you start crowdfunding, kidnapping and crime becomes a normal thing in Nigeria",System/Network Issue,Unknown,928,1620,51
1744977501913284859,Wed Jan 10 07:00:31 +0000 2024,Uganda Police Force,"The Flying Squad Units in Masaka and Mukono, conducted 3 separate operations, in their jurisdictions against thugs behind theft of motor vehicles, within their jurisdictions. A total of 5 motor vehicles and 1 motor cycle were recovered, several number plates of suspected stolen https://t.co/eVvDC74KQ3",Unauthorized Deduction,Unknown,48,412,56
1744627811212579280,Tue Jan 09 07:50:58 +0000 2024,TUSIIME SERAH 🇺🇬,"This guy is called Clincher and a thief in Kasenyi. He grabs people's phones and other things. Yesterday he was beaten in action.

@FrankGashumba kindly learn to be a ""food chaser"" without involving @NUP_Ug in your statements. Stop accusing NUP for the silly of your supporters! https://t.co/YJp85sQysK",Poor Customer Service,Unknown,278,1569,191
1746547629960355842,Sun Jan 14 14:59:38 +0000 2024,Funsho E. Omojuyigbe,In a sane country you would have been picked up. Because you’re a fraud. Set up go fund me but don’t have contact or communication with the victims.,Unauthorized Deduction,Unknown,869,1643,10
1746965317052469301,Mon Jan 15 18:39:23 +0000 2024,Uganda Police Force,". @CID1_UG, has extended the bounty offer of Ugx 20 million, only, for anyone, who can help them catch the wanted murder suspects, behind the alleged brutal murder by shooting of Richard Muhumuza and the Attempted murder of Pr. Bujingo Aloysius, and the subsequent recovery of the https://t.co/aIr9Zeh4M0",Poor Customer Service,Unknown,45,385,254
1744696630295630057,Tue Jan 09 12:24:26 +0000 2024,Kaweesa Hope Mulangira,A Man @FrankGashumba claimed was a supporter of MK Movement who was almost killed by wat he termed as NUP supporters is a renowned Mobile Phone thug in Kampala!! https://t.co/ESUxAEnzUU,Poor Customer Service,Unknown,45,216,26
1746835866922729491,Mon Jan 15 10:04:59 +0000 2024,Revolutionary Youth!,"A scammer called me now, claiming to work for the company I actually work for. 

I didn’t disclose my job and asked him his designation. 

Oga called my exact position.

Tinubu please find work for your citizens, they are constituting nuisance.

Free meter bawo.",General Complaint,Unknown,49,207,13
1745893811652342239,Fri Jan 12 19:41:36 +0000 2024,Simon Ekpa,"Someone found it, in July 2020, i exposed their fraudulent school feeding scam, after 3 years another criminal called Tinubu is suspending another criminal that is using the fraudulent platform of his boy called Osinbade or Osinbajo https://t.co/8jcWoLKQTM",Unauthorized Deduction,Unknown,1434,1703,45
1746132665865064498,Sat Jan 13 11:30:43 +0000 2024,Daily Monitor,"Ugandan faces 20 years in US jail over Shs8.7b fraud
https://t.co/oXwRRbkFK3

#MonitorUpdates",Unauthorized Deduction,Unknown,30,306,11
1746089117278990538,Sat Jan 13 08:37:40 +0000 2024,Droid,"You do know OF and other similar apps ni front for money laundering and it's the easiest way to

That's how that lady lost 100M shillings she was sent",General Complaint,Unknown,85,211,10
1745908752128082112,Fri Jan 12 20:40:58 +0000 2024,Mike Sonko,"ALL THE REMAINING SCAMMERS WE ARE COMING FOR YOU.
Paul Kengere, the online scammer who has been  conning people using my name was today arraigned in Milimani court in Nairobi after been arrested on Monday. 
He was granted a bond of kshs 300k with one surety of a similar amount or https://t.co/ZHnwYRyCSu",General Complaint,Unknown,41,631,90
1746181162093994225,Sat Jan 13 14:43:26 +0000 2024,Kwena Molekwa,"These are the 4 Zimbabwean Criminals arrested in Botswana for Copper cable theft! 

I feel sorry for ordinary Batswana, because their government signed  whatever bogus bilateral agreement with useless corrupt Fossil Emmerson Mnangwagwa! More calamities will fall in Botswana 🇧🇼 https://t.co/lyf98MQp5V",General Complaint,Unknown,249,499,161
1745348666435469536,Thu Jan 11 07:35:23 +0000 2024,UTV Ghana,"Suspected notorious thief nearly set ablaze for alleged theft in Abura Obohene

#UTVGhana https://t.co/CKFT7vwUvy",General Complaint,Unknown,35,601,7
1747528615041155275,Wed Jan 17 07:57:43 +0000 2024,Ganesh Sonawane,"Mca portal wasn't working well in January 2023 and it isn't fully functional in January 2024 too.

100s of crores of funds stuck, mostly startups. 10s of our own. tickets not getting resolved. 😡

Full marks on poor execution to MCA and their tech partner 💯

Kindly repost for https://t.co/SsZfB49qLD",General Complaint,Unknown,698,631,71
1748398139990556735,Fri Jan 19 17:32:54 +0000 2024,Kayemba Geofrey ssolo,"I can authoritatively tell the country that Namboole stadium will not be ready for the next @UgandaCranes home matches due to snail speed exhibited in the process,despite the 98bn shs given to them @OgwangOgwang are u ready to apologize for the 3rd time?
Signs of a failed state. https://t.co/OAT7rkavun",General Complaint,Unknown,77,612,70
1747624090406428925,Wed Jan 17 14:17:07 +0000 2024,Lola Okunrin,"One day, everyone in the diaspora will wise up. I am in the real estate business. I know these real estate companies. You will cry.

It’s Revolution Plus they are dragging today but more are coming. The major problem are the realtors marketing those properties only for profits.",General Complaint,Unknown,823,2267,198
1749726309519945859,Tue Jan 23 09:30:35 +0000 2024,Capital FM Uganda,"Hey Allen,
I have been married for 8 years but with infertility issues. My husband was with me through the whole journey, encouraging and praying with me that God will give us a child. We tried all the possible ways but failed to get a child. However, he looked innocent yet he",General Complaint,Unknown,28,402,61
1749419290858574146,Mon Jan 22 13:10:36 +0000 2024,Kijana Ya Atwoli ( parody ),Airtel money after realizing Mpesa is not working https://t.co/nanI8pu91r,System/Network Issue,Airtel,45,514,14
1748941790609068422,Sun Jan 21 05:33:11 +0000 2024,🌧,"Mbuso once damaged my car outside Taboo and Ndaba acted like he would sort it out with a “don’t worry I’m a Mandela chat”. Took his details and all. 
Till this day , these scammers haven’t compensated a cent. 😄",General Complaint,Unknown,738,3436,61
1747744358084857916,Wed Jan 17 22:15:01 +0000 2024,Foundational Nupe Lawyer,"So my flight was rescheduled from 11:35am to 3:20pm but cos I had something important to do in Abuja earlier than the rescheduled flight, I decided to ask around if there’s any available flight. 

Then one man told me Aero was set to leave and he could help me arrange for a seat. https://t.co/IQeDYRQJSO",Poor Customer Service,Unknown,152,745,139
1749009518153883704,Sun Jan 21 10:02:18 +0000 2024,Jeje Odea 🇺🇬,"During the NAM summit, M7 stated that Uganda has a problem of too much food. How does a country with too much food have a region where over 2000 citizens are dying of hunger? If not poor governance then what is the reason for this? https://t.co/UWbvRHI6lH",General Complaint,Unknown,113,417,69
1748365277245436336,Fri Jan 19 15:22:19 +0000 2024,Goddie,"I want all comrades here. Tag HELB Official, inquire about disbursement and all issues

Those who are paid but haven't received Money in bank or Mpesa, ask about it

The rest, support by commenting this

HELB disburse our money
HELB disburse our money
HELB disburse our money
HELB",Poor Customer Service,Unknown,69,449,174
1749748479205736757,Tue Jan 23 10:58:40 +0000 2024,Tolulope Olorundero,"The last Whatsapp message Chika shared of the exchange with Ify, shows that Ify ACKNOWLEDGED the money owed but was upset about being reminded about her financial obligation.

Also - this issue is with IFY as an individual; WHY oh why is the ORGANISATION responding?!
☹️",General Complaint,Unknown,84,202,8
1749429154586509348,Mon Jan 22 13:49:47 +0000 2024,Vheeki Tom Tom 🍬🍬,"Nigeria has happened to us o!
My cousin was kidnapped last week on his way to Lagos …
Please help us o!!help my cousin! it's a matter of life and death...they are asking for 6million but we’ve been able to raise about 2m,We need the sum of 4million naira to complete the money https://t.co/Hu22KuCSTA",Poor Customer Service,Unknown,2802,953,53
1749459773664239785,Mon Jan 22 15:51:28 +0000 2024,Goddie,"COMRADES

Withdrawing HELB money from Surepay

M-Pesa app, select HELB Mini App to register, sign in with your Mpesa registered number get a verification code via sms, after that you can Withdraw

Currently USSD iko na issues but ikirudi you can use *334#",General Complaint,Unknown,34,381,41
1747540624448831583,Wed Jan 17 08:45:27 +0000 2024,NTV UGANDA,"UPDATE: The Anti-Corruption Court in Kampala has issued Criminal Summons for the Minister in charge of Karamoja Affairs, Mary Gorreti Kitutu. She is set to appear on February 29, 2024, facing charges related to causing a financial loss of over UGX 1.5bn. 
#NTVNews https://t.co/ioxjM4tTQ9",High Charges/Fees,Unknown,17,239,18
1749407375885267331,Mon Jan 22 12:23:15 +0000 2024,Arewa Twittér,"If MTN blocks your line, don’t panic and you don't have to go to their office to unblock it. 

Just dial *996# and link your NIN, it will be unblocked.

 Hope you find this helpful? Share this with your friend and family.",Poor Customer Service,MTN,94,208,8
1749683272911614138,Tue Jan 23 06:39:34 +0000 2024,Kenyans.co.ke,'Not our fault' - Kenya power blames mobile money glitch for token purchase delay https://t.co/u27bfhDDyt,General Complaint,Unknown,37,330,21
1748611446093586712,Sat Jan 20 07:40:31 +0000 2024,Bianca™,"I don't see any problem with Uhuru Kenyatta using Uganda Airways at the expense of Kenya Airways (KQ)!

I mean, what's wrong with me using 4NTE, another person using 2NK, and maybe another one using MTN to travel?
Do you want to dictate how Uhuru should use his money?

Maybe https://t.co/m7Q47et5t6",General Complaint,MTN,21,248,48
1748223298612191463,Fri Jan 19 05:58:09 +0000 2024,Chinasa Nworu,"This is the level of fraud going on in #Nigerian banks . Just listen to this audio and be careful  with your #Nigerian bank details. 
This is unbelievable!
@real_IpobDOS @accessbank_help @FirstBankngr @ecobank_nigeria @GroupEcobank @UBAGroup @ZenithBank 
@PoliceNG @officialEFCC https://t.co/ocqjtFxdgQ",Unauthorized Deduction,Unknown,659,402,33
1749852952838263186,Tue Jan 23 17:53:49 +0000 2024,Sholla Ard 🇰🇪,"In total 30,000$ was stolen .
The Ugandan offices involved in the robbery are  Fiona Among, DC Isaac Angula , DC Shafiq Baluku, 26, and DC Benard Galenda",Unauthorized Deduction,Unknown,49,287,7
1749457096578408494,Mon Jan 22 15:40:49 +0000 2024,Seyram,"Dear @MTNGhana please fix your network, you’re putting some of us in tight situations and making us stranded because we choose to use your platform for transactions. You send money to seomone, the money is deducted but you guys don’t send any confirmation message to the customer,",Unauthorized Deduction,MTN,44,191,13
1749712435244667145,Tue Jan 23 08:35:27 +0000 2024,Eagle FM Namibia,"A 54-year-old teacher at Kamanjab lost N$11,500 from her account when a person who introduced themselves as an MTC official informed her that she was a lucky winner of N$8,000 after registering her SIM card. https://t.co/P2s0Pmtf57",General Complaint,Unknown,36,214,23
1749370019689963851,Mon Jan 22 09:54:49 +0000 2024,Hopewell Chin’ono,"All those who were conned should bring a class-action lawsuit against these crooks.

One lawyer can combine all the cases, the British Home Office will  cooperate too.
The money defrauded is in British bank accounts, and these people have nowhere to run to.

This is an",Unauthorized Deduction,Unknown,52,232,19
1749391748974170292,Mon Jan 22 11:21:09 +0000 2024,momou,"Frustrated Bada🤭🩵

🐶The mplus chat is lagging so much. The keyboard sound got delayed like 3 seconds, “he..llo…”🐢 the lagging is so bad, so I told the staffs abt it. It’s that serious I kept close and open it. I feel more comfortable with kkt gc :] https://t.co/fQnagQZkHL",General Complaint,Unknown,40,211,0
1748326570421289111,Fri Jan 19 12:48:31 +0000 2024,Lawyer,"Ugandans are RICH!

NRM Treasurer Barbara Nekesa was Robbed on Gun Point but didn't know the amount of money in her house. She first claimed Shs. 400M was stolen, later claimed 800M but finally, Police found out that the actual amount was THREE BILLION! https://t.co/Z0knNjkQpZ",Unauthorized Deduction,Unknown,394,2660,249
1747833015672205786,Thu Jan 18 04:07:18 +0000 2024,Juma G 🇰🇪,"DCI in Butula have arrested an 18-year-old woman for impersonating a General Service Unit (GSU) officer. The girl, with a male accomplice have been ""arresting"" and demanding bribes from motorists going to &amp; from Uganda, labeling some ""terrorists"". 😆😆. Kenya! ~ Soko Directory https://t.co/njXjOcM70A",Poor Customer Service,Unknown,131,648,87
1748189809271566466,Fri Jan 19 03:45:04 +0000 2024,Juma G 🇰🇪,The National Treasury has told the IMF that the oil deal between the Government of Kenya and Gulf oil firms was a flop and a terrible idea that failed from day 1. I don't think our economy has a future in the hands of these humans. They are running everything on trial and error.,System/Network Issue,Unknown,109,428,24
1748233304212447328,Fri Jan 19 06:37:54 +0000 2024,Sen. Ledama Olekina,Mr Economics @DavidNdii last November  I told you that the G2G contract has failed.  You told the public that it was working like a charm  and that I misleading the nation!  Now Treasury @KeTreasury has admitted that the G2G has failed … “ distorted the currency markets” do you https://t.co/U8NiDmjYVf,General Complaint,Unknown,237,1097,132
1747851587760881881,Thu Jan 18 05:21:06 +0000 2024,Ngozi Orabueze Deputy Prime Minister/COS USB,"Breaking;  

Biafrans under PM Simon Ekpa through Paypal has  Banned the Criminal DOS  Chinasa Nworu, Chika Edoziem, Ifeanyi Ejiofor etc. from using their fraudulent PayPal donate button to defraud true Biafrans and the world (their PayPal  donate button blocked)    By Biafrans https://t.co/PvYfIOd9P2",Unauthorized Deduction,Unknown,797,1024,199
1749558297508692128,Mon Jan 22 22:22:58 +0000 2024,Jeremie 🇬🇭,Ghana lost but the players aren’t getting the 30k dollars either https://t.co/3bDKUYGILx,General Complaint,Unknown,47,215,11
1748287826444107796,Fri Jan 19 10:14:34 +0000 2024,0x146.gfy,"The absolute state of UK Banking. A Rant:

- Make transfer from Bank to FCA licensed institution
- Blocked and flagged for 'suspicious transaction'
- Fraud team tries to call
- Unfortunately I'm in the middle of an ocean on an oil rig
- obv. no mobile reception
- App access gets",Unauthorized Deduction,Unknown,47,310,40
1748603134555889724,Sat Jan 20 07:07:29 +0000 2024,Harrison Gwamnishu,"The $3000 USDT totaling  4.2 MILLION NAIRA HAS BEEN RETURNED by the police and same handed over to the victim. 

The Commissioner of Police, the Deputy Commissioner of Police and other senior officers of Rivers State Police Command are all aware of this case and the refund. 

I https://t.co/HbC47d40Ni",General Complaint,Unknown,219,299,64
1748438005008810125,Fri Jan 19 20:11:19 +0000 2024,Syncho,"We are all humans and we all make mistakes.
But when we are in the wrong we should apologise.

I would like to publicly apologise to @Dychacs &amp; the community for the bad experience he had to go through in our deal.

Even though it is an issue with the banks I should have acted",General Complaint,Unknown,8,637,70
1749015334755975536,Sun Jan 21 10:25:25 +0000 2024,Chudé,"""Nigeria lost around 3 Trillion Naira in Contract and procurement fraud between 2018-2023."" - EFCC boss. 

This fund that would have been used to develop the country is sitting in a few people's bank accounts. 

We are too criminal-minded, yet one of the most religious countries https://t.co/cV9yBHe9xN",Unauthorized Deduction,Unknown,243,330,50
1748096097052938574,Thu Jan 18 21:32:42 +0000 2024,East Anglia Bylines,"""We're spending hundreds of millions on this project. Even the leader of Rwanda, Kigame has said it might not even be worth doing anymore. At what point do we put up our hands and that this policy hasn't worked... it's not economically viable"" 

#BBCQT

https://t.co/LHrZ0h6vPD",General Complaint,Unknown,61,187,6
1749029957513228416,Sun Jan 21 11:23:31 +0000 2024,EDHUB🌍ℹ,"A young lady nearly lost her mind yesterday at Circle, Accra. She cried and chased a man who approached her with the promise of giving her pure gold. Unfortunately, the man managed to escape with her bag containing her personal laptop and other valuable items. https://t.co/DnRrHop42i",General Complaint,Unknown,298,1354,305
1747643245327179959,Wed Jan 17 15:33:13 +0000 2024,ɖʀʊӄքǟ ӄʊռʟɛʏ 🇧🇹🇹🇩,"“I’m sorry, Rwanda can’t take this money. We’re giving it back”

“Just one more amendment, then we’ll deport someone”

“We knew you were incompetent but not to this level. It’s pathetic, we feel really bad for you. Like scamming an old woman with dementia, it wouldn’t be right” https://t.co/CsMCFxbacW",General Complaint,Unknown,188,2070,24
1749041755159167326,Sun Jan 21 12:10:24 +0000 2024,Yasir Hameed,"@iamqadirkhawaja Same thing happened with us when we reached Uganda,  and came back ,Noc postponed , league postponed and we lost contracts",General Complaint,Unknown,6,219,7
1748815190810833007,Sat Jan 20 21:10:07 +0000 2024,SecureNation_🦉,"Am coming ooo who bring this program chałay!!! Mad oooo (WATCH) 😹😂😂

Abena Refund Daniel Amartey Asamoah Gyan $US600 https://t.co/fgYVRFOYBf",General Complaint,Unknown,47,299,26
1749681128544350713,Tue Jan 23 06:31:03 +0000 2024,Burora Herbert Anderson,"For the whole of Last week, after @rkabushenga breaking: I’ve tried to do a background check on @TugumeNelsonO, besides confirming the claims of the coffee scam, there are more questions than Answers Ugandans need to ask themselves about this Gentleman. 

The Questions and https://t.co/0Zp1kyzJNu",General Complaint,Unknown,68,526,122
1749450497243668713,Mon Jan 22 15:14:36 +0000 2024,The Lagos State Govt,"ALLEGED N40 MILLION LAND SCAM: LASG MEDIATES BETWEEN REVOLUTION PLUS, COMPLAINANT

Read more: https://t.co/CMQj0Cp6C2

@jidesanwoolu @drobafemihamzat @housing_LASG @akinmaf @gbenga_omo @gboyegaakosile @BSaluHundeyin @Mr_JAGs 
#LASG 
#AGreaterLagosRising https://t.co/Hr0ROU9d8M",General Complaint,Unknown,124,284,42
